<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210526,122000,59.6700000,59.7200000,59.6700000,59.7200000,200
20210526,124000,59.6200000,59.6200000,59.6200000,59.6200000,420
20210526,130000,59.6000000,59.6000000,59.5900000,59.5900000,75
20210526,132000,59.5500000,59.5500000,59.4900000,59.4900000,300
20210526,134000,59.3700000,59.3700000,59.3700000,59.3700000,500
20210526,143000,59.4000000,59.4000000,59.4000000,59.4000000,170
20210526,151000,59.4300000,59.4300000,59.3800000,59.3800000,67
20210526,152000,59.3700000,59.3700000,59.3700000,59.3700000,50
20210526,160000,59.3800000,59.3800000,59.3800000,59.3800000,10
20210526,162000,59.4700000,59.4800000,59.4700000,59.4800000,64
20210526,165000,59.2600000,59.2600000,59.2600000,59.2600000,68
20210526,174000,59.2200000,59.2200000,59.2200000,59.2200000,1000
20210526,180000,59.0600000,59.0600000,59.0600000,59.0600000,54
20210526,182000,59.1800000,59.1800000,59.1800000,59.1800000,80
20210526,183000,59.1600000,59.1800000,59.1600000,59.1800000,440
20210526,185000,59.1800000,59.1900000,59.1800000,59.1900000,180
20210526,201000,59.0600000,59.0600000,59.0600000,59.0600000,30
20210526,203000,59.2100000,59.2100000,59.0500000,59.0500000,98
20210526,204000,59.0100000,59.0100000,58.9100000,58.9100000,409
20210526,205000,59.0000000,59.0000000,59.0000000,59.0000000,90
20210526,211000,58.9100000,59.1400000,58.9100000,59.1400000,150
20210526,213000,58.9900000,58.9900000,58.9900000,58.9900000,70
20210526,231000,59.0600000,59.0600000,59.0600000,59.0600000,1
20210526,233000,59.0600000,59.0600000,59.0600000,59.0600000,1
20210527,091000,58.9400000,58.9400000,58.9400000,58.9400000,37
20210527,092000,59.0900000,59.0900000,59.0900000,59.0900000,15
20210527,094000,58.9200000,58.9200000,58.8100000,58.8100000,128
20210527,101000,59.0100000,59.0100000,59.0100000,59.0100000,50
20210527,102000,58.5600000,58.5600000,58.5600000,58.5600000,500
20210527,103000,58.6900000,58.6900000,58.6900000,58.6900000,1
20210527,104000,58.6800000,58.6800000,58.6800000,58.6800000,1
20210527,110000,58.5100000,58.5100000,58.5100000,58.5100000,100
20210527,111000,58.5300000,58.5400000,58.5300000,58.5400000,120
20210527,112000,58.5000000,58.5000000,58.4500000,58.4500000,355
20210527,113000,58.5100000,58.5900000,58.5100000,58.5900000,70
20210527,115000,58.4600000,58.4600000,58.4600000,58.4600000,200
20210527,124000,58.5300000,58.5300000,58.5300000,58.5300000,6
20210527,130000,58.7000000,58.7000000,58.6800000,58.6800000,120
20210527,135000,58.5600000,58.5800000,58.5600000,58.5800000,850
20210527,140000,58.5500000,58.5500000,58.5500000,58.5500000,33
20210527,143000,58.3000000,58.3000000,58.3000000,58.3000000,30
20210527,145000,58.3300000,58.3300000,58.3300000,58.3300000,177
20210527,152000,58.3200000,58.3200000,58.3200000,58.3200000,5
20210527,153000,58.2600000,58.2600000,58.2600000,58.2600000,250
20210527,155000,58.1500000,58.1500000,58.1500000,58.1500000,75
20210527,160000,58.2200000,58.2200000,58.2200000,58.2200000,18
20210527,162000,58.1400000,58.1900000,58.1200000,58.1200000,1256
20210527,163000,58.2500000,58.2500000,58.2500000,58.2500000,20
20210527,170000,58.4900000,58.4900000,58.4900000,58.4900000,30
20210527,171000,58.3500000,58.3500000,58.3500000,58.3500000,7
20210527,172000,58.4400000,58.4400000,58.4400000,58.4400000,20
20210527,173000,58.4100000,58.4100000,58.4100000,58.4100000,100
20210527,174000,58.3900000,58.3900000,58.3900000,58.3900000,35
20210527,175000,58.3900000,58.3900000,58.3700000,58.3700000,20
20210527,180000,58.2300000,58.2300000,58.2300000,58.2300000,375
20210527,181000,58.2300000,58.2300000,58.2200000,58.2300000,880
20210527,182000,58.1600000,58.1900000,58.1400000,58.1400000,648
20210527,185000,58.3700000,58.3700000,58.3700000,58.3700000,10
20210527,190000,58.2200000,58.2200000,58.2200000,58.2200000,160
20210527,200000,58.2000000,58.2000000,58.2000000,58.2000000,45
20210527,201000,58.2200000,58.2200000,58.0700000,58.2100000,89
20210527,202000,58.2300000,58.2300000,58.2300000,58.2300000,15
20210527,203000,58.2000000,58.4400000,58.2000000,58.4400000,100
20210527,205000,58.4300000,58.4300000,58.4300000,58.4300000,10
20210527,210000,58.4400000,58.4400000,58.2900000,58.2900000,10
20210527,214000,58.2900000,58.4400000,58.2900000,58.4400000,42
20210527,220000,58.3000000,58.3000000,58.3000000,58.3000000,170
20210527,221000,58.2300000,58.2300000,58.2300000,58.2300000,80
20210527,224000,58.1100000,58.3000000,58.1100000,58.3000000,230
20210527,225000,58.3200000,58.3200000,58.3200000,58.3200000,170
20210527,230000,58.3100000,58.3100000,58.3100000,58.3100000,17
20210527,231000,58.2100000,58.2100000,58.2100000,58.2100000,1
20210527,233000,58.2100000,58.2100000,58.2100000,58.2100000,1
20210528,091000,58.2000000,58.2000000,58.2000000,58.2000000,144
20210528,092000,58.7000000,58.7000000,58.7000000,58.7000000,58
20210528,101000,58.2600000,58.2600000,58.2600000,58.2600000,500
20210528,103000,58.3200000,58.3200000,58.3200000,58.3200000,8
20210528,105000,58.1900000,58.1900000,58.1900000,58.1900000,250
20210528,110000,58.2300000,58.2300000,58.2300000,58.2300000,50
20210528,111000,58.1900000,58.2900000,58.1900000,58.2900000,174
20210528,112000,58.3900000,58.3900000,58.3800000,58.3800000,720
20210528,113000,58.3900000,58.4800000,58.3900000,58.4800000,302
20210528,114000,58.4400000,58.4400000,58.4400000,58.4400000,290
20210528,120000,58.5100000,58.5100000,58.5100000,58.5100000,18
20210528,121000,58.5300000,58.5300000,58.5300000,58.5300000,40
20210528,122000,58.5500000,58.5500000,58.5500000,58.5500000,25
20210528,124000,58.6400000,58.6400000,58.6400000,58.6400000,166
20210528,125000,58.6400000,58.7200000,58.6400000,58.7100000,1160
20210528,131000,58.7000000,58.7000000,58.6200000,58.6200000,21
20210528,140000,58.6900000,58.6900000,58.6900000,58.6900000,60
20210528,141000,58.6700000,58.6700000,58.6700000,58.6700000,300
20210528,143000,58.6300000,58.6300000,58.6300000,58.6300000,170
20210528,144000,58.6800000,58.6800000,58.6800000,58.6800000,200
20210528,150000,58.6300000,58.6300000,58.6200000,58.6200000,158
20210528,153000,58.5800000,58.6000000,58.5800000,58.6000000,172
20210528,154000,58.7000000,58.7000000,58.7000000,58.7000000,38
20210528,160000,58.8200000,58.8200000,58.7700000,58.7700000,90
20210528,161000,58.7600000,58.7600000,58.7500000,58.7500000,26
20210528,162000,58.7600000,58.7600000,58.7600000,58.7600000,120
20210528,163000,58.5300000,58.5300000,58.5300000,58.5300000,25
20210528,164000,58.4800000,58.5500000,58.4800000,58.5500000,101
20210528,171000,58.6300000,58.6300000,58.6300000,58.6300000,35
20210528,173000,58.5300000,58.5300000,58.5300000,58.5300000,85
20210528,174000,58.5700000,58.5700000,58.5700000,58.5700000,85
20210528,175000,58.4800000,58.4800000,58.4800000,58.4800000,20
20210528,180000,58.4700000,58.4700000,58.4700000,58.4700000,490
20210528,194000,58.4200000,58.4200000,58.4200000,58.4200000,55
20210528,195000,58.4200000,58.4200000,58.4200000,58.4200000,15
20210528,205000,58.5600000,58.5600000,58.5600000,58.5600000,45
20210528,214000,58.5500000,58.5500000,58.5500000,58.5500000,8
20210528,221000,58.5600000,58.5600000,58.5600000,58.5600000,17
20210528,231000,58.4000000,58.4000000,58.4000000,58.4000000,1
20210528,233000,58.4000000,58.4000000,58.4000000,58.4000000,1
20210531,091000,58.4800000,58.4800000,58.4800000,58.4800000,160
20210531,100000,58.4800000,58.4800000,58.4800000,58.4800000,2
20210531,101000,59.0500000,59.1800000,59.0500000,59.1800000,602
20210531,102000,59.1600000,59.1600000,59.1600000,59.1600000,600
20210531,104000,59.1500000,59.1500000,59.1500000,59.1500000,8
20210531,111000,59.2000000,59.2000000,59.0400000,59.0400000,141
20210531,112000,59.1600000,59.1600000,59.0800000,59.0800000,70
20210531,113000,59.0000000,59.1500000,59.0000000,59.1400000,255
20210531,122000,59.1000000,59.1000000,59.1000000,59.1000000,90
20210531,124000,59.0400000,59.0400000,59.0400000,59.0400000,250
20210531,130000,59.0000000,59.0000000,59.0000000,59.0000000,225
20210531,131000,58.9400000,59.0300000,58.9400000,59.0000000,270
20210531,132000,58.9300000,58.9400000,58.9200000,58.9200000,3100
20210531,133000,58.9100000,58.9500000,58.9000000,58.9500000,311
20210531,134000,58.8700000,58.8700000,58.7900000,58.7900000,930
20210531,135000,58.7800000,58.7800000,58.7400000,58.7400000,90
20210531,144000,58.6800000,58.6800000,58.6800000,58.6800000,70
20210531,145000,58.7200000,58.7200000,58.7200000,58.7200000,400
20210531,150000,58.5800000,58.5800000,58.5800000,58.5800000,51
20210531,154000,58.5600000,58.5600000,58.5600000,58.5600000,11
20210531,161000,58.5600000,58.5600000,58.5600000,58.5600000,47
20210531,163000,58.6000000,58.6000000,58.6000000,58.6000000,11
20210531,173000,58.3500000,58.3500000,58.3500000,58.3500000,1
20210531,174000,58.3700000,58.3700000,58.3700000,58.3700000,50
20210531,181000,58.3900000,58.3900000,58.3900000,58.3900000,175
20210531,185000,58.2200000,58.2200000,58.2200000,58.2200000,5
20210531,191000,58.3800000,58.3800000,58.3800000,58.3800000,90
20210531,195000,58.3700000,58.5300000,58.3700000,58.5300000,47
20210531,210000,58.5300000,58.5300000,58.5300000,58.5300000,90
20210531,224000,58.4700000,58.4700000,58.4700000,58.4700000,80
20210531,231000,58.5500000,58.5500000,58.5500000,58.5500000,1
20210531,233000,58.5500000,58.5500000,58.5500000,58.5500000,1
20210601,091000,58.5400000,58.5400000,58.5400000,58.5400000,1
20210601,092000,58.5300000,58.5300000,58.5300000,58.5300000,27
20210601,094000,58.6800000,58.6800000,58.6800000,58.6800000,17
20210601,101000,58.2200000,58.3200000,58.1200000,58.3200000,246
20210601,102000,58.1800000,58.1800000,58.1800000,58.1800000,225
20210601,103000,58.0200000,58.0200000,58.0200000,58.0200000,128
20210601,104000,58.0900000,58.0900000,58.0000000,58.0000000,2230
20210601,105000,58.0900000,58.0900000,58.0900000,58.0900000,156
20210601,112000,58.1400000,58.1400000,58.1400000,58.1400000,50
20210601,114000,58.1800000,58.2600000,58.1800000,58.2600000,725
20210601,121000,58.5000000,58.5500000,58.4700000,58.5500000,180
20210601,125000,58.4500000,58.4500000,58.4500000,58.4500000,400
20210601,131000,58.4000000,58.4500000,58.4000000,58.4500000,120
20210601,140000,58.3700000,58.3700000,58.3600000,58.3600000,660
20210601,142000,58.3500000,58.3500000,58.3500000,58.3500000,50
20210601,151000,58.4700000,58.4700000,58.4700000,58.4700000,170
20210601,152000,58.4500000,58.4500000,58.4500000,58.4500000,100
20210601,154000,58.3900000,58.3900000,58.3900000,58.3900000,450
20210601,155000,58.4500000,58.4500000,58.4100000,58.4100000,190
20210601,162000,58.4000000,58.4000000,58.4000000,58.4000000,170
20210601,164000,58.4100000,58.4100000,58.3400000,58.4000000,136
20210601,165000,58.3800000,58.3800000,58.2700000,58.2700000,53
20210601,170000,58.2800000,58.2800000,58.2700000,58.2700000,70
20210601,171000,58.1800000,58.1800000,58.1800000,58.1800000,100
20210601,174000,58.2900000,58.2900000,58.1800000,58.2300000,261
20210601,180000,58.1700000,58.2000000,58.1700000,58.2000000,52
20210601,181000,58.1700000,58.1700000,58.1600000,58.1600000,13
20210601,191000,58.3200000,58.3200000,58.3200000,58.3200000,17
20210601,193000,58.1100000,58.1100000,58.1000000,58.1000000,210
20210601,201000,58.0700000,58.0900000,58.0700000,58.0900000,54
20210601,212000,58.1100000,58.1100000,58.0100000,58.0300000,66
20210601,221000,58.0300000,58.0300000,58.0300000,58.0300000,100
20210601,222000,58.1100000,58.1100000,58.1100000,58.1100000,90
20210601,225000,58.2800000,58.2800000,58.1300000,58.1300000,60
20210601,231000,58.2100000,58.2100000,58.2100000,58.2100000,1
20210601,233000,58.2100000,58.2100000,58.2100000,58.2100000,1
